,country,country_long,name,capacity_mw,latitude,longitude,primary_fuel,estimated_generation_gwh
7666,CRI,Costa Rica,Cachi Hydroelectric Power Station Costa Rica,102.0,9.8407,-83.8037,Hydro,527.8382126348229
7676,CRI,Costa Rica,Moin II and III Power Plant Costa Rica,234.45,9.9935,-83.1,Oil,524.2391467467038
7685,CRI,Costa Rica,Ventanas-Garita Hydroelectric Power Station Costa Rica,97.4,9.9443,-84.3506,Hydro,504.0337442218799
7669,CRI,Costa Rica,Garabito ICE Power Plant Costa Rica,200.0,10.0444,-84.7601,Oil,447.2076321149105
7688,CIV,Cote DIvoire,Azito OCGT Power Plant Ivory Coast,294.0,5.3015,-4.0763,Gas,2820.745033112583
7693,CIV,Cote DIvoire,Vridi CIPREL OCGT Power Plant Cote DIvoire,210.0,5.2612,-4.0096,Gas,2014.8178807947022
7690,CIV,Cote DIvoire,Centrale Vridi OCGT Power Plant Cote DIvoire,100.0,5.2579,-4.0079,Gas,959.4370860927153
7692,CIV,Cote DIvoire,Taabo Hydroelectric Power Plant Cote dIvoire,210.0,6.2093,-5.0829,Hydro,670.6677796327211
7691,CIV,Cote DIvoire,Kossou Hydroelectric Power Plant Cote dIvoire,174.0,7.0304,-5.473,Hydro,555.6961602671118
7689,CIV,Cote DIvoire,Buyo Hydroelectric Power Plant Cote dIvoire,165.0,6.2422,-7.0453,Hydro,526.9532554257096
7687,CIV,Cote DIvoire,Ayame (Ayme) II Hydroelectric Power Plant Cote dIvoire,30.0,5.5819,-3.1591,Hydro,95.8096828046745
7686,CIV,Cote DIvoire,Ayame (Ayme) I Hydroelectric Power Plant Cote dIvoire,20.0,5.6058,-3.1691,Hydro,63.87312186978297
7717,HRV,Croatia,Zakucac Hydroelectric Power Plant Croatia,522.0,43.4581,16.7027,Hydro,2935.3854686633395
7708,HRV,Croatia,Plomin Thermal Power Plant Croatia,330.0,45.137,14.164,Coal,2368.0
7704,HRV,Croatia,Orlovac Hydroelectric Power Plant Croatia,237.0,43.6737,16.784,Hydro,1332.7324828988721
7710,HRV,Croatia,Senj Hydroelectric Power System Croatia Croatia,216.0,44.9429,14.9276,Hydro,1214.6422628951746
7716,HRV,Croatia,Zagreb Te-To CHP Power Plant Croatia,328.0,45.7816,16.0169,Gas,564.8951529735305
7713,HRV,Croatia,Varazdin Hydroelectric Power Plant Croatia Croatia,94.0,46.3479,16.2684,Hydro,528.594318111789
7714,HRV,Croatia,Vinodol Hydroelectric Power System Croatia Croatia,90.0,45.2286,14.6736,Hydro,506.10094287298944
7694,HRV,Croatia,Cakovec Hydroelectric Power Plant Croatia Croatia,76.0,46.3113,16.4945,Hydro,427.37412953719115
7696,HRV,Croatia,Dubrava Hydroelectric Power Plant Croatia Croatia,76.0,46.3205,16.7489,Hydro,427.37412953719115
7707,HRV,Croatia,Peruca Hydroelectric Power Plant Croatia,60.0,43.7951,16.5968,Hydro,337.400628581993
7725,CUB,Cuba,Havana TPP,500.0,23.1235,-82.412,Oil,2345.6900136636373
7726,CUB,Cuba,Lidio Perez (felton) Powerplant,500.0,20.7408,-75.655,Oil,2345.6900136636373
7720,CUB,Cuba,Antonio Maceo (rente) Powerplant,450.0,19.9945,-75.8706,Oil,2111.1210122972734
7727,CUB,Cuba,Máximo Gómez (Mariel),450.0,23.02,-82.7502,Oil,2111.1210122972734
7722,CUB,Cuba,Carlos De Cespedes Powerplant,382.0,22.1589,-80.4552,Oil,1792.1071704390185
7721,CUB,Cuba,Boca de Jaruco,238.0,23.1822,-82.0171,Gas,1617.9367396593673
7719,CUB,Cuba,Antonio Guiteras Powerplant,330.0,23.0687,-81.5379,Oil,1548.1554090180005
7728,CUB,Cuba,Santa Cruz,300.0,23.1592,-81.9538,Oil,1407.4140081981823
7718,CUB,Cuba,10 De Octubre (nuevitas) Powerplant,280.0,21.5656,-77.2711,Oil,1313.5864076516368
7729,CUB,Cuba,Varadero Powerplant,173.0,23.0879,-81.2695,Gas,1176.0632603406325
7730,CYP,Cyprus,Dhekelia Power Plant Cyprus,460.0,34.9809,33.7439,Oil,3091.9666666666667
7731,CYP,Cyprus,Moni Power Station Cyprus,140.0,34.7106,33.1825,Oil,941.0333333333333
7732,CYP,Cyprus,Vasilikos Power Plant Cyprus,868.0,34.7286,33.29,Gas,0.0
7735,COD,Democratic Republic of the Congo,Inga II,1775.0,-5.5267,13.6206,Hydro,5186.00106002385
7741,COD,Democratic Republic of the Congo,Nseke,260.0,-10.3044,25.4068,Hydro,759.6395918908175
7742,COD,Democratic Republic of the Congo,Nzilo,228.0,-10.5024,25.4458,Hydro,666.1454882734861
7747,COD,Democratic Republic of the Congo,Zongo II,150.0,-4.7779,14.9059,Hydro,438.25361070624086
7734,COD,Democratic Republic of the Congo,Imboulou,120.0,-2.9347,16.1278,Hydro,350.60288856499267
7745,COD,Democratic Republic of the Congo,Ruzizi I,81.0,-2.6334,28.9027,Hydro,236.6569497813701
7746,COD,Democratic Republic of the Congo,Zongo 1,75.0,-4.7779,14.9059,Hydro,219.12680535312043
7739,COD,Democratic Republic of the Congo,Moukoukoulou,74.0,-3.8945,13.7643,Hydro,216.2051146150788
7738,COD,Democratic Republic of the Congo,M'Sha,68.0,-10.752,27.245,Hydro,198.6749701868292
7740,COD,Democratic Republic of the Congo,Mwadingusha,68.0,-10.7452,27.2447,Hydro,198.6749701868292
7750,DNK,Denmark,Anholt,399.6,56.603,11.209,Wind,3711.645763795185
7761,DNK,Denmark,Herning CHP,88.0,56.1214,9.0068,Biomass,3407.0
7764,DNK,Denmark,Horns Rev B,209.3,55.6,7.5825,Wind,1944.0627086144448
7774,DNK,Denmark,Roedsand 2,207.0,54.5228,11.5447,Wind,1922.6993821461544
7752,DNK,Denmark,Avedoerevaerket (AvedÃ¸re),815.0,55.6035,12.4812,Coal,1771.8923167616429
7751,DNK,Denmark,Asnaes power station,787.0,55.6615,11.0809,Coal,1711.01748870112
7781,DNK,Denmark,Studstrupvaerket,730.0,56.2521,10.3423,Coal,1587.093731577913
7769,DNK,Denmark,Nordjylland power station,716.0,57.0736,10.0416,Coal,1556.656317547652
7773,DNK,Denmark,Roedsand 1,165.6,54.54,11.715,Wind,1538.1595057169236
7763,DNK,Denmark,Horns Rev A,160.0,55.5297,7.9062,Wind,1486.1444499680424
7795,DOM,Dominican Republic,Quisqueya 2,430.0,18.4931,-69.3509,Oil,4924.061757719715
7785,DOM,Dominican Republic,AES Andres,319.0,18.4074,-69.6343,Gas,3993.0
7787,DOM,Dominican Republic,Haina TG,184.9,18.424,-70.0209,Oil,2117.346555819477
7788,DOM,Dominican Republic,Itabo power station,260.0,18.4058,-70.0271,Coal,2110.688524590164
7793,DOM,Dominican Republic,Monte Rio,100.1,18.3507,-70.8332,Oil,1146.2757719714964
7796,DOM,Dominican Republic,Sultana del Este,85.0,18.4515,-69.3172,Oil,973.3610451306413
7797,DOM,Dominican Republic,Tavera 1,96.0,19.3104,-70.7437,Hydro,669.6199744594653
7790,DOM,Dominican Republic,Los Cocos 2,52.0,17.8726,-71.2892,Wind,608.0
7794,DOM,Dominican Republic,Palomino 1,81.6,18.9228,-71.01,Hydro,569.1769782905455
7791,DOM,Dominican Republic,Metaldom,42.0,18.4361,-69.947,Oil,480.9548693586697
7803,ECU,Ecuador,Coca Coda Sinclair,1500.0,-0.1443,-77.617,Hydro,5281.287642272426
7812,ECU,Ecuador,Paute,1100.0,-2.595,-78.2274,Hydro,3872.944270999777
7802,ECU,Ecuador,Central Termica Trinitaria,133.0,-2.2519,-79.91,Oil,2590.011969392553
7805,ECU,Ecuador,Esmeraldas,132.5,0.9266,-79.6878,Oil,2580.275082289574
7806,ECU,Ecuador,Esmeraldas II,96.0,0.9349,-79.6914,Oil,1869.4823237720689
7817,ECU,Ecuador,Sopladora II,487.0,-2.5938,-78.5666,Hydro,1714.6580545244476
7804,ECU,Ecuador,Electroquil,181.0,-2.2333,-80.0667,Gas,1240.1922670610604
7811,ECU,Ecuador,Miraflores,52.3,0.0333,-78.15,Oil,1018.478390971658
7807,ECU,Ecuador,Gonzalo Zevallos,146.0,-2.1957,-79.9539,Gas,1000.376082822734
7808,ECU,Ecuador,Gualberto Hernandez,34.32,-0.2299,-78.525,Oil,668.3399307485147
7818,EGY,Egypt,Assiut,90.0,27.1757,31.2013,Oil,17335.0
7820,EGY,Egypt,North Giza,2250.0,30.2483,30.9471,Gas,14591.114457831323
7819,EGY,Egypt,El-Tebeen,700.0,29.776,31.2983,Gas,4539.4578313253005
7821,EGY,Egypt,PortSaid East,683.0,31.0995,32.5202,Gas,4429.213855421685
7822,EGY,Egypt,Suez Gulf,683.0,29.6188,32.3532,Gas,4429.213855421685
7824,SLV,El Salvador,Acajutla Thermal Power Plant El Salvador,324.0,13.5834,-89.8239,Oil,1710.0000000000002
7826,SLV,El Salvador,Berlin Geothermal Power Plant El Salvador,109.0,13.525,-88.5089,Geothermal,832.4607843137254
7830,SLV,El Salvador,Nejapa IC Power Plant El Salvador,151.2,13.7778,-89.2013,Oil,798.0
7825,SLV,El Salvador,Ahuachapan Geothermal Power Plant El Salvador,95.0,13.9202,-89.8174,Geothermal,725.5392156862746
7823,SLV,El Salvador,15 de Septiembre Hydroelectric Power Plant El Salvador,180.2,13.6231,-88.5602,Hydro,659.67099936075
7827,SLV,El Salvador,Cerron Grande Hydroelectric Power Plant El Salvador,170.0,13.9386,-88.9014,Hydro,622.3311314724058
7828,SLV,El Salvador,Cinco de Noviembre Hydroelectric Power Plant El Salvador,99.4,13.9908,-88.7579,Hydro,363.8806733432773
7829,SLV,El Salvador,Guajoyo Hydroelectric Power Plant El Salvador,19.7,14.2279,-89.4727,Hydro,72.11719582356702
7832,EST,Estonia,Aulepa,48.0,59.087,23.6144,Wind,104.32529686937748
7840,EST,Estonia,Paldiski,45.0,59.3717,24.0808,Wind,97.80496581504137
7838,EST,Estonia,Narva Ashfield Wind park,39.1,59.3432,28.0582,Wind,84.9816480748471
7842,EST,Estonia,Tooma-Esviere Wind Park,36.0,58.6286,23.5307,Wind,78.24397265203311
7831,EST,Estonia,Aseriaru,24.0,59.4521,26.8259,Wind,52.16264843468874
7847,EST,Estonia,Viru Nigula,24.0,59.4427,26.7654,Wind,52.16264843468874
7836,EST,Estonia,Kiisa AREJ 2,250.0,59.2439,24.7064,Gas,40.780141843971634
7839,EST,Estonia,Pakri,18.4,59.3806,24.0568,Wind,39.99136379992803
7834,EST,Estonia,Eesti Elektrijaam,1369.0,59.2748,27.9046,Oil,31.975556762629004
7835,EST,Estonia,IRU Elektrijaam,173.0,59.4514,24.9246,Gas,28.21985815602837
7856,ETH,Ethiopia,Gilgel Gibe III,1870.0,6.8482,37.3018,Hydro,4509.9538372764
7851,ETH,Ethiopia,Beles,460.0,11.8196,36.9181,Hydro,1109.4004091695956
7855,ETH,Ethiopia,Gilgel Gibe II,420.0,7.7571,37.5624,Hydro,1012.9308083722394
7859,ETH,Ethiopia,Tekeze,300.0,13.3492,38.7405,Hydro,723.522005980171
7854,ETH,Ethiopia,Gilgel Gibe I,184.0,7.8349,37.3236,Hydro,443.7601636678383
7848,ETH,Ethiopia,Adama,204.0,8.5913,39.2495,Wind,392.0
7858,ETH,Ethiopia,Melka Wekana,153.0,7.1761,39.4311,Hydro,368.99622304988725
7852,ETH,Ethiopia,Fincha,134.0,9.558,37.3663,Hydro,323.17316267114313
7853,ETH,Ethiopia,Fincha Amerti Nesha,100.0,9.558,37.3663,Hydro,241.1740019933904
7860,ETH,Ethiopia,Tis Abay I,84.4,11.4887,37.5999,Hydro,203.55085768242145
7968,FIN,Finland,Olkiluoto 1,1760.0,61.2371,21.4433,Nuclear,15080.232558139536
7947,FIN,Finland,Loviisa Y1,992.0,60.3708,26.3468,Nuclear,8499.767441860464
7956,FIN,Finland,Meri-Pori,565.0,61.6317,21.4068,Coal,4982.9626865671635
8035,FIN,Finland,Vaskiluoto 2,230.0,63.0914,21.5539,Coal,2028.462686567164
7873,FIN,Finland,Hanasaari B,212.0,60.1841,24.9711,Coal,1869.7134328358206
8013,FIN,Finland,Suomenoja power station,170.0,60.1483,24.7183,Coal,1499.2985074626865
8001,FIN,Finland,Salmisaari B,163.0,60.1656,24.9048,Coal,1437.562686567164
8044,FIN,Finland,Vuosaari B,485.0,60.2199,25.1692,Gas,1391.6558390936027
7888,FIN,Finland,Imatra,192.0,61.1669,28.7745,Hydro,1079.7138923402395
8024,FIN,Finland,Toppila 1 ja 2,195.0,65.0124,25.4682,Biomass,1012.1856139127884
8691,FRA,France,GRAVELINES,5460.0,51.0141,2.1332,Nuclear,37749.85015048313
9331,FRA,France,PALUEL,5320.0,49.8582,0.6354,Nuclear,36781.90527482972
8329,FRA,France,CATTENOM,5200.0,49.416,6.2169,Nuclear,35952.238238555365
8341,FRA,France,CRUAS,3660.0,44.6325,4.7546,Nuclear,25304.844606367813
9868,FRA,France,TRICASTIN 1,3660.0,44.3311,4.7311,Nuclear,25304.844606367813
8168,FRA,France,BLAYAIS,3640.0,45.256,-0.6932,Nuclear,25166.566766988755
8332,FRA,France,CHINON,3620.0,47.2254,0.1656,Nuclear,25028.288927609694
8175,FRA,France,BUGEY,3580.0,45.7973,5.2706,Nuclear,24751.73324885157
8549,FRA,France,DAMPIERRE,3560.0,47.7321,2.5185,Nuclear,24613.45540947252
8333,FRA,France,CHOOZ,3000.0,50.09,4.7894,Nuclear,20741.675906858865
10066,GAB,Gabon,Rabi,15.51,-1.9,9.4833,Oil,639.0
10063,GAB,Gabon,Owendo,77.0,0.3433,9.4784,Gas,488.07295251204397
10065,GAB,Gabon,Poubara,160.0,-1.7733,13.552,Hydro,444.7552447552448
10064,GAB,Gabon,Port-Gentil,68.3,-0.7539,8.7536,Gas,432.92704748795586
10067,GAB,Gabon,Tchimbele,68.4,0.621,10.407,Hydro,190.13286713286718
10062,GAB,Gabon,Kinguele,57.6,0.455,10.281,Hydro,160.11188811188813
10074,GEO,Georgia,Inguri (Enguri) Dam Hydroelectric Power Station Georgia,1300.0,42.7584,42.0309,Hydro,4197.528472921671
10071,GEO,Georgia,Gardabani (Tbilisi) Thermal Power Plant Georgia,840.0,41.4728,45.0635,Gas,1368.192
10084,GEO,Georgia,Vartsikhe Cascade Hydroelectric Power Plants Georgia,256.0,42.1545,42.7088,Hydro,826.5902223599597
10083,GEO,Georgia,Vardnili I Hydroelectric Power Plant Georgia,220.0,42.6524,41.7619,Hydro,710.3509723405904
10078,GEO,Georgia,Mtkvari Thermal Power Plant Georgia,300.0,41.4698,45.061,Gas,488.64
10086,GEO,Georgia,Zhinvali Hydroelectric Power Plant Georgia,130.0,42.1349,44.7721,Hydro,419.75284729216696
10077,GEO,Georgia,Lajanuri Hydroelectric Power Plant Georgia,113.0,42.589,42.8519,Hydro,364.86209033857597
10075,GEO,Georgia,Khrami I Hydroelectric Power Plant Georgia,112.0,41.5489,44.1235,Hydro,361.6332222824824
10076,GEO,Georgia,Khrami II Hydroelectric Power Plant Georgia,110.0,41.5461,44.1277,Hydro,355.1754861702952
10070,GEO,Georgia,Dzevrula (Tkibuki-II) Hydroelectric Power Plants Georgia,80.0,42.2629,42.9582,Hydro,258.30944448748744
10585,DEU,Germany,Kernkraft Gundremmingen,2572.0,48.515,10.4016,Nuclear,22362.88497001164
10742,DEU,Germany,Niederaussem power station,3430.0,50.993,6.6685,Coal,20456.047884888707
10553,DEU,Germany,Janschwalde power station,2790.0,51.8344,14.459,Coal,16639.17597633805
10204,DEU,Germany,Boxberg power station,2585.0,51.4163,14.5619,Coal,15416.584193130415
11066,DEU,Germany,Zolling power station,528.0,48.4554,11.7995,Biomass,13825.98924666224
10537,DEU,Germany,ISAR-2,1485.0,48.6049,12.2936,Nuclear,12911.696804225225
10137,DEU,Germany,BROKDORF,1480.0,53.8506,9.345,Nuclear,12868.223077611674
10777,DEU,Germany,PHILIPPSBURG-2,1468.0,49.2529,8.4364,Nuclear,12763.886133739146
10197,DEU,Germany,BoA 2,2100.0,51.0365,6.6133,Coal,12524.110949931863
10736,DEU,Germany,Neurath power station,2068.0,51.0395,6.615,Coal,12333.267354504329
11069,GRC,Greece,Agios Dimitrios power station,1595.0,40.3941,21.9256,Coal,8221.195195195196
11092,GRC,Greece,Kardia power station,1250.0,40.4102,21.7856,Coal,6442.942942942945
11126,GRC,Greece,Ptolemais,620.0,40.4809,21.7274,Coal,3195.6996996996995
11074,GRC,Greece,Amyntaio power station,600.0,40.6192,21.6832,Coal,3092.612612612613
11109,GRC,Greece,Megalopoli power station,600.0,37.4174,22.1079,Coal,3092.612612612613
11132,GRC,Greece,South Rhodes Power Plant,206.0,36.3789,28.0186,Oil,2279.5688622754487
11105,GRC,Greece,Linoperamata,193.0,35.34,25.0523,Oil,2135.7125748502995
11086,GRC,Greece,Florina power station,330.0,40.8122,21.6027,Coal,1700.936936936937
11078,GRC,Greece,Atherinolakkos,102.0,35.0038,26.1397,Oil,1128.7185628742516
11110,GRC,Greece,Megalopolis V,811.0,37.418,22.1083,Gas,1055.7802113352543
11149,GTM,Guatemala,Chixoy,300.0,15.28,-90.491,Hydro,1443.4299325129018
11172,GTM,Guatemala,Jaguar Energy power station,300.0,14.1107,-90.7227,Coal,972.5620412443201
11218,GTM,Guatemala,Xacbal,94.0,15.62,-91.085,Hydro,452.2747121873761
11205,GTM,Guatemala,San Jose,139.0,14.16,-90.787,Coal,450.6204124432016
11145,GTM,Guatemala,Aguacapa,90.0,14.29,-90.505,Hydro,433.0289797538707
11192,GTM,Guatemala,Palo Viejo,85.0,15.5,-90.874,Hydro,408.9718142119889
11183,GTM,Guatemala,Magdalena,145.0,14.12,-90.932,Biomass,371.6850357913874
11199,GTM,Guatemala,Renace,68.1,15.5,-90.174,Hydro,327.6585946804288
11147,GTM,Guatemala,Biomass,119.0,14.12,-90.93,Biomass,305.03806385637995
11173,GTM,Guatemala,Jurun Marinala,60.0,14.39,-90.711,Hydro,288.68598650258036
11232,HND,Honduras,ENERSA Choloma,371.0,15.5971,-87.9369,Oil,2104.8110575703777
11236,HND,Honduras,Fransisco Morazan (el Cajon),300.0,15.0293,-87.7455,Hydro,1515.2279829959039
11243,HND,Honduras,Lufussa III,231.0,13.4047,-87.3269,Oil,1310.5427339589146
11230,HND,Honduras,ELCOSA,80.0,15.8557,-87.9558,Oil,453.8676134922648
11242,HND,Honduras,Lufussa II,80.0,13.4043,-87.3205,Oil,453.8676134922648
11247,HND,Honduras,Rio Lindo,80.0,15.0404,-87.982,Hydro,404.06079546557436
11223,HND,Honduras,Cerra de Hula,126.0,13.9321,-87.2324,Wind,398.0
11225,HND,Honduras,Compania Azucarera Hondurena,26.0,15.4065,-88.0008,Biomass,271.96000000000004
11244,HND,Honduras,Nacaome,30.0,13.6869,-87.3605,Hydro,151.5227982995904
11231,HND,Honduras,EMCE,26.6,15.5998,-87.9368,Oil,150.91098148617806
11262,HUN,Hungary,Paksi Atomerőmű,1886.8,46.5739,18.8536,Nuclear,15649.0
11260,HUN,Hungary,Matra power station,884.0,47.7886,20.066,Coal,4526.613065326634
11261,HUN,Hungary,Oroszlány power station,250.0,47.5017,18.2701,Coal,1280.1507537688442
11263,HUN,Hungary,Tiszai Erőmű,864.0,47.9178,21.0784,Gas,1235.2045477616487
11254,HUN,Hungary,Dunamenti Erőmű,840.7,47.3283,18.9169,Gas,1201.8940547490947
11256,HUN,Hungary,Gönyűi Erőmű,426.6,47.7384,17.8033,Gas,609.882245457314
11251,HUN,Hungary,Alpiq Csepel Erőmű,401.0,47.428,19.0525,Gas,573.2835921903021
11252,HUN,Hungary,Bakony power station,60.0,47.0956,17.5584,Coal,307.23618090452266
11257,HUN,Hungary,Kelenföldi Erőmű,173.0,47.4624,19.0563,Gas,247.32683653097823
11258,HUN,Hungary,Kispesti Erőmű,109.2,47.4568,19.1673,Gas,156.11613034209725
11269,ISL,Iceland,Fljótsdalsvirkjun (Kárahnjúkar ),690.0,64.9471,-15.7931,Hydro,4644.133640071108
11270,ISL,Iceland,Hellisheiði,213.0,64.0373,-21.4007,Geothermal,1950.513986013986
11267,ISL,Iceland,Búrfell,270.0,64.1052,-19.8335,Hydro,1817.2696852452161
11271,ISL,Iceland,Hrauneyjafoss,210.0,64.2009,-19.2406,Hydro,1413.4319774129458
11276,ISL,Iceland,Nesjavellir,120.0,64.1081,-21.2567,Geothermal,1098.881118881119
11266,ISL,Iceland,Blanda,150.0,65.4158,-19.8198,Hydro,1009.5942695806757
11278,ISL,Iceland,Sigalda,150.0,64.1733,-19.1272,Hydro,1009.5942695806757
11277,ISL,Iceland,Reykjanes,100.0,63.8251,-22.6848,Geothermal,915.7342657342656
11280,ISL,Iceland,Sultartangi,120.0,64.1672,-19.6212,Hydro,807.6754156645405
11281,ISL,Iceland,Svartsengi,76.0,63.8788,-22.4332,Geothermal,695.9580419580418
11480,IND,India,KUDGI,2400.0,16.4994,75.8349,Coal,17592.233009879787
11508,IND,India,LALITPUR TPP,1980.0,24.7971,78.6463,Coal,14513.592233150825
11591,IND,India,PRYAGRAJ (BARA) TPP,1980.0,25.196,81.6594,Coal,14513.592233150825
11745,IND,India,YERMARUS TPP,1600.0,16.2949,77.3568,Coal,11728.155339919858
11643,IND,India,SEMBCORP GAYATRI,1320.0,14.351,80.1443,Coal,9675.728155433884
11289,IND,India,ANUPUR TPP,1200.0,23.0655,81.7865,Coal,8796.116504939893
11441,IND,India,ITPCL TPP,1200.0,11.5214,79.7515,Coal,8796.116504939893
11653,IND,India,SINGARENI TPP,1200.0,18.8372,79.5748,Coal,8796.116504939893
11716,IND,India,UCHPINDA TPP,1080.0,21.8858,83.1215,Coal,7916.504854445904
11733,IND,India,VIZAG TPP,1040.0,17.5635,83.1382,Coal,7623.300970947907
11869,IDN,Indonesia,PLTU Paiton I Unit 7 & 8,5355.0,-7.7184,113.5827,Coal,21967.67667814407
11881,IDN,Indonesia,PLTU Suralaya,3400.0,-5.892,106.03,Coal,13947.731224218456
11830,IDN,Indonesia,PLTGU Gresik,1579.0,-7.1633,112.6615,Gas,6938.1087431693995
11887,IDN,Indonesia,PLTU Tanjung Jati B - expansion,1324.0,-6.446,110.7423,Coal,5431.410629666246
11886,IDN,Indonesia,PLTU Tanjung Jati B,1320.0,-6.446,110.7423,Coal,5415.001534108343
11837,IDN,Indonesia,PLTGU Priok Block 1   2,1180.0,-6.1102,106.8671,Gas,5184.907103825137
11765,IDN,Indonesia,Cilacap Sumber power station,1260.0,-7.6832,109.0964,Coal,5168.865100739781
11839,IDN,Indonesia,PLTGU Tambak Lorok,1034.0,-6.9505,110.434,Gas,4543.3846994535525
11857,IDN,Indonesia,PLTU Jabar Selatan - Pelabuhan Ratu,1050.0,-7.0242,106.5464,Coal,4307.387583949818
